HasCarLoan,LastCallDurationSecs,HasHHInsurance,LastContactMonth,PrevCampaignOutcome,EducationLevel,Age,LastContactDayOfMonth,NumAttemptsPrevCampaign,NumContactsCurrentCampaign,Balance,MaritalStatus,Job,CommunicationType,LastCallHourOfDay,HasCreditDefault,DaysPassed,CarInsurance
no,626,yes,aug,,primary,57,25,0,3,3518,married,retired,cellular,10,no,-1,1
no,74,no,jun,success,tertiary,27,2,1,1,15161,single,technician,cellular,15,no,120,1
no,172,yes,mar,,tertiary,30,5,0,2,3192,married,technician,cellular,13,no,-1,0
no,371,no,jun,,secondary,51,18,0,2,9,divorced,services,,9,no,-1,1
no,579,yes,may,success,tertiary,42,8,1,2,4,married,management,cellular,16,no,295,1
no,277,no,feb,,secondary,58,2,0,1,1227,married,retired,cellular,11,no,-1,0
no,324,no,apr,,,24,14,0,1,448,married,management,cellular,12,no,-1,1
no,201,yes,may,,primary,39,23,0,2,1601,married,services,,12,no,-1,0
no,308,no,dec,,secondary,51,7,0,2,241,married,admin.,cellular,14,no,-1,1
no,75,no,aug,,secondary,50,20,0,2,-584,married,technician,cellular,14,no,-1,0
no,195,no,apr,,,82,22,0,3,211,married,retired,telephone,17,no,-1,0
no,177,yes,nov,failure,secondary,34,21,1,2,892,single,admin.,cellular,10,no,184,0
no,96,no,jul,,secondary,38,17,0,1,37,married,technician,cellular,10,no,-1,0
no,618,no,mar,,primary,70,16,0,1,3782,married,retired,cellular,11,no,-1,0
no,262,no,may,other,secondary,43,25,1,2,1612,divorced,technician,cellular,17,no,353,1
yes,118,yes,may,,primary,38,29,0,3,92,divorced,services,,10,no,-1,0
no,160,no,jul,,secondary,34,7,0,3,0,married,services,cellular,12,no,-1,0
no,901,no,jun,,tertiary,43,9,0,1,1046,single,management,,15,no,-1,1
yes,12,no,jul,,tertiary,45,31,0,16,385,married,management,cellular,13,no,-1,0
no,199,no,nov,,tertiary,32,11,0,1,6746,single,technician,cellular,14,no,-1,1
no,418,no,jun,,secondary,39,16,0,1,2198,married,management,,13,no,-1,0
no,491,no,oct,success,tertiary,51,14,3,1,469,married,management,cellular,15,no,182,1
yes,984,yes,may,failure,tertiary,30,6,4,1,415,divorced,management,cellular,10,no,343,1
no,260,yes,may,,,57,16,0,6,97,married,blue-collar,,14,no,-1,0
no,508,yes,jun,,secondary,46,5,0,2,849,single,admin.,,13,no,-1,1
no,373,yes,may,,secondary,44,26,0,2,-627,married,services,,11,no,-1,0
no,94,no,jul,,secondary,60,15,0,3,0,married,retired,cellular,15,no,-1,0
no,532,no,sep,success,primary,75,1,2,2,1413,married,retired,cellular,15,no,188,1
no,145,yes,may,,secondary,31,23,0,4,873,married,blue-collar,,13,no,-1,0
no,85,yes,may,,secondary,30,15,0,1,-143,single,services,cellular,15,no,-1,0
no,667,yes,may,,tertiary,29,6,0,2,0,married,management,cellular,9,no,-1,1
no,99,no,jun,,secondary,47,18,0,3,165,divorced,technician,,10,no,-1,0
no,537,no,nov,,secondary,36,20,0,2,328,married,self-employed,cellular,16,no,-1,0
no,669,yes,may,failure,secondary,33,13,4,1,221,married,technician,cellular,16,no,355,1
no,130,no,aug,,,18,25,0,2,3,single,student,cellular,12,no,-1,1
no,333,yes,may,,secondary,42,23,0,2,165,married,blue-collar,,14,no,-1,0
yes,162,yes,aug,failure,secondary,33,10,4,1,218,married,technician,cellular,15,no,161,0
no,238,yes,may,,tertiary,31,8,0,3,2827,married,blue-collar,,9,no,-1,0
no,164,yes,aug,,secondary,54,27,0,7,-102,married,blue-collar,cellular,15,no,-1,0
no,809,yes,may,failure,tertiary,35,13,1,1,1396,single,management,cellular,9,no,300,1
no,651,no,aug,success,tertiary,68,4,7,1,2812,married,retired,cellular,12,no,1,1
no,5,no,jul,,secondary,48,31,0,3,10655,married,technician,telephone,10,no,-1,0
no,136,yes,may,,secondary,34,8,0,2,136,divorced,technician,cellular,14,no,-1,0
no,81,yes,may,,secondary,33,28,0,4,-366,single,blue-collar,,12,no,-1,0
yes,104,no,aug,,,60,26,0,2,1396,married,retired,cellular,10,no,-1,0
no,639,no,jan,success,secondary,61,25,1,1,86,married,retired,cellular,16,no,94,1
no,193,yes,may,,primary,24,15,0,2,388,single,blue-collar,cellular,14,no,-1,0
no,145,yes,may,,secondary,32,12,0,1,-32,married,blue-collar,cellular,12,no,-1,0
yes,288,no,jun,,secondary,51,20,0,2,1295,married,retired,,17,no,-1,0
no,692,no,jan,failure,secondary,44,28,3,2,-199,married,technician,cellular,16,no,247,0
no,347,no,nov,success,tertiary,38,9,2,4,3141,single,management,cellular,12,no,189,1
yes,202,no,jul,,tertiary,33,21,0,3,119,single,technician,cellular,15,no,-1,0
no,841,no,may,,secondary,39,4,0,4,261,married,blue-collar,cellular,11,no,-1,1
no,1224,no,may,,tertiary,29,15,0,2,10576,married,management,,11,no,-1,1
no,766,no,apr,success,secondary,54,30,3,3,0,married,technician,telephone,11,no,84,1
no,1540,yes,nov,,secondary,46,21,0,2,1167,married,technician,cellular,16,no,-1,1
no,109,yes,jun,,tertiary,58,3,0,4,50,divorced,management,,11,no,-1,0
no,187,yes,jun,other,tertiary,43,3,1,1,481,divorced,management,cellular,16,no,20,1
no,471,no,may,,secondary,51,14,0,1,500,married,blue-collar,cellular,17,no,-1,0
no,216,no,jan,success,tertiary,66,28,4,1,1948,married,retired,cellular,11,no,91,1
no,120,yes,may,,primary,34,26,0,2,503,married,blue-collar,,9,no,-1,0
no,744,no,nov,,secondary,39,21,0,2,458,divorced,admin.,cellular,9,no,-1,0
yes,281,no,jul,,secondary,31,1,0,3,652,married,blue-collar,,13,no,-1,0
no,205,yes,jun,,secondary,29,2,0,3,291,married,entrepreneur,,11,no,-1,0
no,49,no,feb,,tertiary,56,2,0,1,363,married,management,cellular,10,no,-1,0
no,166,yes,may,failure,secondary,47,5,1,2,232,married,technician,cellular,16,no,285,0
no,595,no,jun,,secondary,36,11,0,2,1766,married,unemployed,,12,no,-1,1
no,374,no,aug,success,secondary,45,5,1,2,0,single,blue-collar,cellular,17,no,472,1
yes,178,no,jul,,tertiary,57,16,0,1,7699,married,entrepreneur,cellular,13,no,-1,0
yes,305,yes,may,,primary,32,6,0,1,18,single,blue-collar,cellular,17,no,-1,0
no,226,no,feb,,secondary,25,5,0,7,2354,single,student,cellular,14,no,-1,1
no,98,yes,may,,tertiary,42,15,0,3,9,married,management,,11,no,-1,0
no,149,no,nov,,secondary,39,20,0,3,5562,married,entrepreneur,cellular,9,no,-1,0
no,630,no,aug,,tertiary,44,25,0,7,792,married,management,cellular,13,no,-1,1
no,125,yes,jun,,secondary,37,4,0,5,780,married,services,,12,no,-1,0
yes,104,no,apr,,secondary,25,7,0,2,82,single,admin.,cellular,13,no,-1,1
no,145,no,aug,success,tertiary,52,9,4,3,0,married,technician,cellular,16,no,94,0
no,201,no,nov,,tertiary,64,9,0,1,2331,married,entrepreneur,telephone,13,no,-1,1
no,406,yes,jun,,secondary,43,4,0,2,365,divorced,technician,,16,no,-1,0
no,126,no,sep,other,tertiary,32,15,1,2,1855,single,technician,cellular,15,no,134,1
no,230,no,oct,success,,42,19,1,1,1519,married,management,cellular,9,no,92,1
no,403,no,aug,,tertiary,42,13,0,2,849,married,technician,cellular,17,no,-1,0
no,115,no,aug,failure,primary,21,26,2,1,1596,single,student,cellular,10,no,93,0
no,106,no,jul,,primary,49,9,0,1,0,married,housemaid,telephone,10,no,-1,0
no,108,no,may,,secondary,25,4,0,1,203,single,student,cellular,14,no,-1,0
no,464,yes,aug,,tertiary,40,14,0,5,8902,married,management,cellular,11,no,-1,0
no,116,no,jun,,tertiary,45,11,0,7,1866,married,management,,11,no,-1,0
no,338,no,jul,,primary,35,8,0,3,46,married,blue-collar,cellular,16,no,-1,0
no,81,no,aug,,secondary,31,19,0,2,0,married,management,cellular,17,no,-1,0
no,275,yes,apr,other,secondary,35,16,1,1,-101,single,admin.,cellular,11,no,318,0
yes,570,yes,jun,,secondary,40,20,0,2,188,married,blue-collar,,14,no,-1,1
no,82,no,apr,,primary,70,15,0,1,275,divorced,retired,cellular,15,no,-1,1
no,211,yes,may,,secondary,45,19,0,2,4111,married,blue-collar,,16,no,-1,0
no,590,yes,jun,,tertiary,27,5,0,3,703,single,management,,9,no,-1,1
no,21,yes,may,,primary,32,9,0,3,274,married,blue-collar,,11,no,-1,0
no,85,yes,jun,,secondary,36,2,0,8,-435,divorced,technician,,15,no,-1,0
no,140,yes,may,,secondary,47,19,0,2,1851,divorced,technician,,13,no,-1,0
no,159,yes,jun,,secondary,30,3,0,4,3809,single,admin.,,15,no,-1,0
no,70,no,aug,,tertiary,38,29,0,4,46,married,management,cellular,10,no,-1,0
no,267,no,apr,,tertiary,51,20,0,2,83,married,entrepreneur,cellular,13,no,-1,1
no,211,yes,sep,success,tertiary,62,14,7,1,2557,married,retired,cellular,11,no,216,1
no,893,yes,may,,secondary,45,23,0,3,149,married,admin.,,16,no,-1,1
no,93,no,aug,,tertiary,59,18,0,3,3779,married,management,cellular,16,no,-1,0
no,220,no,jun,other,tertiary,27,1,8,1,1840,single,management,cellular,14,no,28,1
no,438,no,apr,,secondary,52,20,0,1,386,married,technician,cellular,11,no,-1,1
no,812,no,jul,,tertiary,36,31,0,3,1240,single,self-employed,cellular,15,no,-1,1
no,325,yes,mar,,tertiary,30,17,0,2,201,single,management,cellular,11,no,-1,1
no,96,yes,nov,,secondary,42,17,0,1,179,married,blue-collar,cellular,14,no,-1,0
no,262,yes,may,,secondary,35,7,0,2,0,divorced,admin.,cellular,17,no,-1,0
no,233,no,feb,,secondary,63,17,0,2,1612,married,retired,telephone,12,no,-1,1
no,157,no,aug,,,50,4,0,1,1533,married,,cellular,14,no,-1,0
yes,163,yes,may,,tertiary,49,19,0,3,68,married,management,,9,no,-1,0
no,275,no,nov,,tertiary,48,21,0,2,-547,divorced,management,cellular,11,no,-1,0
no,10,yes,may,failure,secondary,57,15,7,7,530,married,services,telephone,16,no,360,0
no,620,yes,dec,,secondary,31,7,0,3,684,married,technician,cellular,15,no,-1,1
no,483,no,jun,,secondary,46,17,0,1,5559,married,management,,14,no,-1,0
no,1649,yes,jul,,secondary,35,11,0,2,-203,married,admin.,cellular,12,no,-1,1
no,342,yes,mar,,tertiary,58,27,0,1,1384,married,management,cellular,15,no,-1,1
no,149,yes,nov,,tertiary,42,18,0,2,2819,married,management,cellular,15,no,-1,0
no,63,no,jul,,tertiary,44,25,0,12,446,married,management,cellular,9,no,-1,0
no,515,yes,aug,,primary,59,5,0,3,3400,married,retired,cellular,15,no,-1,1
no,327,yes,may,,primary,37,7,0,3,693,married,blue-collar,,13,no,-1,0
no,101,no,oct,,tertiary,47,1,0,1,288,married,management,cellular,15,no,-1,1
no,296,no,jun,,tertiary,31,1,0,5,515,single,management,cellular,16,no,-1,1
no,341,no,mar,,primary,75,15,0,1,852,divorced,retired,cellular,9,no,-1,0
no,102,yes,may,,secondary,32,21,0,3,901,married,technician,,11,no,-1,0
no,1223,no,aug,,tertiary,52,26,0,6,83,single,management,cellular,10,no,-1,1
no,170,no,may,other,tertiary,36,7,1,1,1804,single,management,cellular,14,no,366,0
no,305,no,mar,,tertiary,46,3,0,13,0,married,management,cellular,9,no,-1,1
no,177,yes,jul,,secondary,52,21,0,3,150,married,technician,telephone,10,no,-1,0
no,222,yes,may,,secondary,31,28,0,1,605,single,services,,10,no,-1,0
yes,271,yes,jun,,secondary,44,3,0,2,399,married,admin.,,15,no,-1,0
no,70,yes,may,,secondary,27,26,0,3,293,married,unemployed,,11,no,-1,0
no,116,no,aug,,secondary,31,6,0,6,7,married,technician,telephone,12,no,-1,0
no,759,no,oct,,primary,53,27,0,2,732,married,,cellular,9,no,-1,1
no,223,no,may,success,secondary,26,22,1,1,620,single,student,cellular,12,no,94,1
no,195,yes,mar,,tertiary,37,17,0,1,1000,single,admin.,cellular,13,no,-1,1
no,194,yes,may,,secondary,29,8,0,1,5903,married,blue-collar,,9,no,-1,0
no,211,no,apr,success,secondary,53,30,1,1,6112,married,blue-collar,cellular,9,no,86,0
no,208,no,jun,,secondary,36,5,0,1,1772,married,blue-collar,,17,no,-1,1
no,645,no,jan,,secondary,35,30,0,4,330,married,unemployed,cellular,12,no,-1,0
no,300,yes,may,,primary,31,8,0,2,50,married,blue-collar,,11,no,-1,0
no,169,yes,may,failure,tertiary,57,15,2,2,334,married,management,cellular,14,no,365,0
yes,209,yes,aug,,secondary,39,26,0,6,807,divorced,technician,cellular,16,no,-1,0
no,117,no,aug,,secondary,64,18,0,1,4083,married,retired,cellular,17,no,-1,0
no,139,yes,may,,secondary,28,29,0,3,1736,single,services,,15,no,-1,0
no,285,yes,may,,primary,36,11,0,1,666,divorced,blue-collar,cellular,11,no,-1,0
no,943,yes,may,,secondary,47,19,0,2,863,married,blue-collar,,12,no,-1,1
no,194,no,apr,,tertiary,49,20,0,2,2611,married,technician,cellular,15,no,-1,1
no,308,yes,nov,,tertiary,46,17,0,3,1375,married,management,cellular,14,no,-1,0
no,270,no,may,,secondary,48,28,0,5,0,married,housemaid,cellular,10,no,-1,1
no,893,no,nov,,secondary,46,21,0,1,2948,married,services,cellular,13,no,-1,1
no,124,no,feb,,primary,43,3,0,1,177,divorced,blue-collar,cellular,10,no,-1,0
no,267,no,may,,tertiary,29,4,0,6,9407,single,management,cellular,9,no,-1,1
no,759,no,oct,success,tertiary,37,21,5,1,203,married,management,cellular,9,no,90,1
yes,532,no,jul,,secondary,28,7,0,1,909,single,technician,cellular,13,no,-1,1
no,101,no,aug,,primary,50,22,0,4,82,married,admin.,cellular,13,no,-1,0
no,634,no,aug,,tertiary,29,19,0,1,2531,single,management,cellular,12,no,-1,1
yes,1244,yes,aug,,tertiary,46,11,0,1,1600,married,management,cellular,14,no,-1,1
no,311,no,aug,,secondary,38,21,0,2,13,married,technician,cellular,13,no,-1,0
no,332,yes,may,,secondary,27,7,0,2,671,single,student,,11,no,-1,0
no,704,no,jul,,tertiary,35,3,0,1,0,single,services,cellular,17,no,-1,1
no,11,yes,nov,,secondary,33,21,0,2,1834,single,admin.,cellular,17,no,-1,0
yes,181,yes,apr,failure,secondary,42,20,2,2,2717,married,blue-collar,cellular,13,no,270,0
no,132,yes,jul,,tertiary,54,25,0,5,3294,single,management,cellular,10,no,-1,0
no,320,yes,mar,,tertiary,25,3,0,1,42,single,self-employed,cellular,12,no,-1,1
no,53,no,jul,,primary,58,29,0,6,3858,divorced,housemaid,telephone,10,no,-1,0
no,1196,yes,apr,,tertiary,46,1,0,1,507,divorced,management,cellular,16,no,-1,1
no,1309,yes,jul,,secondary,51,23,0,4,95,married,self-employed,cellular,13,no,-1,1
no,44,yes,may,,secondary,27,9,0,3,683,single,services,,11,no,-1,0
no,546,yes,jun,,secondary,24,20,0,10,867,married,management,,16,no,-1,1
no,75,yes,may,,secondary,30,8,0,1,387,single,admin.,,11,no,-1,0
no,451,yes,may,failure,secondary,49,6,2,1,2039,married,blue-collar,cellular,12,no,169,1
yes,228,no,feb,,secondary,53,2,0,2,4930,married,technician,cellular,12,no,-1,0
no,143,no,aug,,tertiary,35,12,0,2,1383,married,management,cellular,10,no,-1,0
no,97,no,jul,,secondary,29,3,0,1,695,single,services,,17,no,-1,0
no,226,yes,may,,secondary,39,6,0,2,42,divorced,blue-collar,,16,no,-1,0
no,234,no,aug,,primary,51,21,0,4,0,married,blue-collar,cellular,9,no,-1,0
no,1030,yes,may,success,tertiary,43,7,3,1,1429,married,management,cellular,10,no,169,1
no,81,no,jan,,,35,28,0,2,0,single,technician,cellular,12,no,-1,0
no,22,yes,may,,primary,42,14,0,4,329,married,blue-collar,,16,no,-1,0
yes,104,no,jul,,primary,35,29,0,7,37,divorced,blue-collar,cellular,17,no,-1,0
no,778,yes,apr,,secondary,57,17,0,3,621,married,blue-collar,cellular,13,no,-1,0
no,306,yes,apr,,secondary,33,17,0,1,288,married,services,cellular,13,no,-1,0
no,198,yes,apr,,secondary,35,20,0,1,398,single,blue-collar,cellular,12,no,-1,0
no,69,no,nov,,tertiary,40,11,0,3,9366,married,management,cellular,11,no,-1,1
no,151,no,may,,secondary,28,27,0,1,4793,single,student,,17,no,-1,0
no,136,no,feb,,primary,69,4,0,4,324,married,retired,cellular,13,no,-1,1
no,78,no,mar,failure,tertiary,58,11,1,2,1016,married,management,telephone,12,no,91,0
no,134,no,aug,,tertiary,32,14,0,5,2349,married,management,cellular,12,no,-1,0
no,456,no,apr,,primary,50,5,0,1,82,married,blue-collar,telephone,10,no,-1,1
no,655,yes,may,failure,primary,37,15,4,3,2120,married,blue-collar,cellular,16,no,175,1
no,125,yes,may,,primary,36,13,0,2,2040,married,blue-collar,cellular,16,no,-1,0
no,1531,yes,may,,secondary,38,12,0,1,895,single,services,cellular,11,no,-1,1
no,76,no,aug,,tertiary,35,14,0,2,178,married,management,cellular,13,no,-1,0
no,1023,no,jun,,secondary,46,20,0,3,0,divorced,services,,13,no,-1,1
no,93,no,aug,,primary,45,29,0,11,121,married,blue-collar,cellular,15,no,-1,0
no,100,no,aug,,secondary,23,14,0,2,272,married,blue-collar,cellular,9,no,-1,1
yes,730,no,jul,,tertiary,26,25,0,1,144,married,entrepreneur,cellular,12,yes,-1,0
no,131,no,oct,,secondary,61,19,0,1,6481,divorced,technician,cellular,15,no,-1,1
no,180,no,jul,,tertiary,40,7,0,2,431,single,technician,cellular,17,no,-1,1
no,267,yes,jul,,tertiary,24,6,0,1,674,single,admin.,cellular,11,no,-1,1
no,275,yes,may,other,secondary,39,11,1,2,0,divorced,blue-collar,cellular,12,no,307,0
no,268,yes,aug,,secondary,33,31,0,8,1429,single,technician,cellular,15,no,-1,1
no,608,yes,nov,,tertiary,31,21,0,3,17924,single,self-employed,cellular,11,no,-1,0
no,113,no,aug,,secondary,45,14,0,2,0,married,admin.,cellular,9,no,-1,0
no,745,yes,may,failure,tertiary,31,14,3,1,17924,single,self-employed,cellular,15,no,174,1
yes,425,yes,jul,,tertiary,25,8,0,1,1098,single,management,cellular,12,no,-1,0
no,338,yes,may,,,55,22,0,2,1504,married,management,cellular,16,no,-1,1
no,292,no,aug,,secondary,59,13,0,2,25947,married,retired,cellular,9,no,-1,0
no,129,yes,nov,,secondary,41,18,0,2,352,married,technician,cellular,12,no,-1,0
no,22,no,jul,,primary,41,31,0,2,0,married,blue-collar,cellular,16,no,-1,0
yes,255,no,jun,,secondary,53,2,0,3,-686,married,retired,,17,no,-1,0
no,55,no,may,,tertiary,45,12,0,2,0,single,management,,11,no,-1,0
no,145,no,nov,,tertiary,59,20,0,5,98417,married,management,telephone,10,no,-1,0
no,592,yes,jun,failure,secondary,40,4,8,3,985,single,admin.,cellular,12,no,50,1
no,599,yes,may,,secondary,53,15,0,2,-394,divorced,admin.,,13,no,-1,0
no,120,no,mar,,,64,12,0,1,2923,married,retired,cellular,9,no,-1,0
no,96,yes,may,failure,secondary,43,13,1,1,171,married,blue-collar,cellular,15,no,364,0
no,500,yes,jun,,tertiary,52,19,0,2,-309,divorced,retired,,9,no,-1,1
no,895,yes,apr,,secondary,51,7,0,1,4787,married,blue-collar,cellular,10,no,-1,1
no,466,no,nov,,secondary,46,18,0,1,7378,divorced,admin.,cellular,17,no,-1,0
yes,266,yes,may,,secondary,33,8,0,1,804,married,services,,13,no,-1,0
no,264,yes,dec,,tertiary,31,21,0,2,3338,married,technician,cellular,15,no,-1,1
no,658,yes,jul,,secondary,30,18,0,2,10,divorced,admin.,cellular,17,no,-1,1
no,638,yes,jul,,tertiary,32,21,0,3,2551,single,management,cellular,15,no,-1,1
no,552,no,may,success,secondary,45,4,2,1,205,married,admin.,cellular,17,no,90,1
no,363,no,feb,success,secondary,22,8,1,1,216,single,student,cellular,11,no,187,1
yes,101,no,jul,,secondary,59,29,0,4,1085,married,entrepreneur,cellular,14,no,-1,0
yes,803,yes,may,,secondary,29,16,0,1,163,single,admin.,,16,no,-1,1
no,711,yes,nov,,secondary,38,21,0,2,2767,married,technician,cellular,10,no,-1,0
no,148,no,apr,,secondary,26,7,0,1,3676,single,self-employed,cellular,12,no,-1,1
no,140,no,may,,secondary,54,5,0,1,4080,married,management,,15,no,-1,0
no,1130,yes,jul,,secondary,55,21,0,8,127,married,housemaid,telephone,10,no,-1,1
no,403,no,jan,,secondary,62,29,0,2,3904,married,entrepreneur,telephone,15,no,-1,1
no,156,yes,apr,other,,34,16,7,1,1534,single,management,cellular,17,no,147,0
no,121,no,jun,,secondary,31,4,0,4,6,married,unemployed,cellular,11,no,-1,1
no,139,no,aug,failure,tertiary,38,4,3,1,238,married,management,cellular,9,no,92,1
no,318,yes,nov,,secondary,35,21,0,1,196,single,technician,cellular,16,no,-1,0
no,1407,no,jun,,secondary,30,23,0,1,315,single,blue-collar,cellular,9,no,-1,1
no,138,no,feb,success,tertiary,41,12,3,2,27696,married,management,cellular,17,no,184,1
no,309,yes,may,,secondary,27,18,0,2,598,single,technician,cellular,10,no,-1,0
no,162,no,aug,,secondary,32,20,0,4,0,married,management,cellular,12,no,-1,0
no,370,yes,apr,,secondary,30,27,0,1,915,single,admin.,,11,no,-1,1
no,97,yes,may,,secondary,48,15,0,1,6127,married,services,,17,no,-1,0
yes,193,yes,nov,,secondary,42,19,0,3,529,married,admin.,cellular,17,no,-1,0
no,138,no,aug,,secondary,31,8,0,2,942,single,technician,cellular,15,no,-1,0
no,184,yes,jul,,secondary,36,30,0,6,0,married,blue-collar,cellular,14,no,-1,0
yes,651,no,jul,,secondary,41,24,0,1,720,married,blue-collar,cellular,17,yes,-1,1
no,382,yes,jun,,secondary,56,15,0,2,-1206,married,retired,cellular,17,no,-1,1
no,85,yes,jan,other,tertiary,41,29,5,1,-412,married,management,cellular,16,no,195,0
no,702,yes,jul,,primary,53,25,0,5,759,married,retired,telephone,9,no,-1,0
no,315,no,aug,other,tertiary,37,24,1,1,165,married,management,cellular,14,no,83,0
no,291,yes,mar,success,secondary,48,16,2,3,1981,married,technician,cellular,9,no,238,0
no,896,no,oct,success,secondary,62,13,2,1,1495,married,retired,cellular,16,no,57,1
no,56,no,aug,,tertiary,52,25,0,6,3163,married,management,cellular,10,no,-1,0
no,750,yes,may,,secondary,40,12,0,2,1836,married,services,cellular,9,no,-1,1
no,245,no,dec,,secondary,22,7,0,5,120,single,student,cellular,14,no,-1,0
no,178,yes,nov,,,37,19,0,2,497,married,admin.,telephone,9,no,-1,0
yes,867,no,jun,,primary,57,11,0,1,625,married,housemaid,,16,no,-1,1
no,17,no,jul,,secondary,36,31,0,3,1550,married,blue-collar,cellular,11,no,-1,0
yes,994,yes,nov,failure,secondary,30,20,1,1,501,married,blue-collar,cellular,10,no,177,1
no,312,yes,may,,tertiary,36,30,0,1,722,married,management,,13,no,-1,0
no,1374,no,aug,,secondary,34,25,0,10,1035,married,technician,cellular,10,no,-1,1
no,319,no,apr,success,tertiary,32,22,1,1,5514,single,technician,cellular,17,no,182,1
no,662,no,may,success,tertiary,51,7,2,2,0,married,technician,cellular,16,no,66,1
yes,47,yes,may,,secondary,57,16,0,1,4168,married,admin.,,16,no,-1,0
no,192,no,aug,,secondary,30,22,0,5,475,married,services,cellular,10,no,-1,0
no,42,yes,nov,,tertiary,45,17,0,2,6572,divorced,management,cellular,15,no,-1,0
no,662,yes,jun,,tertiary,43,23,0,2,149,married,management,,17,no,-1,1
no,101,no,aug,,secondary,30,11,0,5,0,single,management,cellular,11,no,-1,0
no,283,yes,nov,failure,secondary,31,21,5,1,457,married,admin.,cellular,14,no,171,0
no,316,yes,apr,failure,tertiary,42,30,2,1,6060,married,management,cellular,10,no,350,1
no,92,yes,aug,,tertiary,55,25,0,6,43074,single,management,cellular,15,no,-1,0
no,421,yes,may,,,54,29,0,3,6251,married,blue-collar,,12,no,-1,0
no,479,no,jun,,secondary,35,9,0,4,8412,married,services,,12,no,-1,0
no,214,yes,apr,,secondary,35,9,0,1,898,married,admin.,cellular,17,no,-1,1
no,73,yes,aug,other,tertiary,35,13,2,1,5007,single,admin.,cellular,13,no,112,0
no,1207,yes,may,,secondary,33,13,0,2,210,married,services,cellular,11,no,-1,1
no,276,no,jul,,tertiary,28,2,0,2,9314,single,management,cellular,11,no,-1,1
no,174,yes,jul,other,secondary,34,22,8,2,1279,single,technician,cellular,17,no,160,1
no,635,yes,jul,,secondary,43,18,0,3,104,married,entrepreneur,cellular,16,no,-1,1
no,200,no,apr,other,secondary,46,30,2,1,0,married,technician,cellular,9,no,259,1
no,243,no,apr,,tertiary,30,30,0,1,803,single,services,cellular,9,no,-1,0
no,171,no,feb,success,secondary,27,15,2,1,535,single,blue-collar,cellular,13,no,91,1
no,255,yes,may,,secondary,57,8,0,6,1216,married,admin.,,12,no,-1,0
no,538,yes,may,,secondary,31,9,0,1,307,married,admin.,,10,no,-1,1
yes,658,yes,may,failure,secondary,39,12,3,1,25,married,services,cellular,13,no,351,1
no,294,no,aug,success,tertiary,31,10,2,3,10884,married,management,cellular,10,no,98,1
no,89,no,feb,,secondary,52,4,0,2,941,married,admin.,cellular,11,no,-1,0
yes,61,yes,may,,secondary,37,23,0,2,-21,married,services,,16,no,-1,0
no,163,no,jun,success,tertiary,31,9,3,2,147,single,management,cellular,15,no,92,1
no,146,no,jun,,tertiary,51,9,0,1,150,married,self-employed,,17,no,-1,0
no,19,yes,may,,secondary,34,5,0,2,51,married,technician,,13,no,-1,0
no,83,yes,may,,,47,9,0,4,77,single,technician,,16,no,-1,0
no,968,no,jul,failure,tertiary,29,8,5,1,502,single,management,cellular,11,no,87,1
no,133,yes,may,,secondary,36,7,0,2,0,divorced,admin.,,15,no,-1,0
no,929,yes,nov,,secondary,41,18,0,1,8491,married,entrepreneur,cellular,11,no,-1,1
no,593,no,mar,other,secondary,35,18,6,4,1227,single,technician,cellular,10,no,90,1
no,195,no,aug,,tertiary,31,20,0,2,69,married,management,cellular,10,no,-1,0
no,262,yes,may,,tertiary,40,12,0,2,226,married,management,cellular,16,no,-1,0
no,355,no,jun,,,44,6,0,4,391,married,blue-collar,,12,no,-1,0
no,513,no,may,,tertiary,50,28,0,9,253,married,management,cellular,13,no,-1,1
no,582,yes,apr,,primary,42,17,0,1,205,married,blue-collar,cellular,16,no,-1,0
no,90,yes,apr,failure,secondary,34,20,1,3,550,single,blue-collar,cellular,14,no,346,0
no,815,no,apr,other,secondary,59,30,1,1,2308,married,technician,cellular,17,no,87,1
no,287,no,feb,failure,secondary,59,22,1,1,7469,divorced,unemployed,cellular,9,no,130,0
no,217,yes,may,failure,primary,34,13,2,1,412,married,admin.,cellular,12,no,287,0
no,234,yes,oct,success,tertiary,36,8,2,2,4596,married,technician,cellular,16,no,175,1
yes,642,yes,nov,,primary,41,20,0,2,-52,married,blue-collar,cellular,14,no,-1,0
yes,159,yes,may,,secondary,31,21,0,1,525,married,services,,11,no,-1,0
no,557,yes,apr,,primary,53,17,0,1,1794,married,blue-collar,cellular,17,no,-1,0
no,202,no,nov,other,,31,16,2,1,376,single,student,cellular,12,no,96,0
yes,114,yes,may,,primary,40,11,0,2,0,single,blue-collar,cellular,14,no,-1,0
no,212,no,jul,,secondary,45,16,0,2,248,married,admin.,cellular,12,no,-1,0
no,110,yes,nov,success,secondary,35,30,1,3,204,single,technician,cellular,10,no,189,0
no,132,no,apr,,secondary,58,22,0,1,496,married,entrepreneur,cellular,14,no,-1,1
no,94,yes,jun,,tertiary,30,3,0,1,-63,single,entrepreneur,,15,no,-1,0
no,565,yes,may,,tertiary,32,30,0,2,132,married,management,,16,no,-1,0
no,111,no,aug,,secondary,35,20,0,2,0,single,technician,cellular,13,no,-1,0
no,96,no,nov,,secondary,52,20,0,1,105,married,unemployed,cellular,11,no,-1,0
no,312,no,aug,success,secondary,26,12,1,3,632,single,unemployed,cellular,9,no,181,1
